id_transaccion,fecha,cliente_id,tipo_transaccion,monto,moneda,estado,sucursal
699,2024-10-28,CLI034, DEPOSITO ,24.51,EUR,PENDIENTE,  Los Santos
700,2024-07-25,CLI010,TRANSFERENCIA,3836.36,USD,,
701,2024-01-26,  CLI009  ,TRANSFERENCIA,1967.34,USD,,Centro 
702,23/01/2024,  CLI083  ,RETIRO,1789.14,PAN,DESCONOCIDO,  Los Santos
703,07/02/2024,CLI017,retiro,3130.35,,APROBADA,  Los Santos
704,2024-02-20,  CLI043  , DEPOSITO ,260.56,PAN,,Centro 
705,2024-03-11,  CLI060  ,TRANSFERENCIA,1597.82,EUR,DESCONOCIDO,Centro 
706,2024-10-01,  CLI074  , DEPOSITO ,$2135.25,,RECHAZADA,Panama Viejo
707,19/04/2024,CLI093,deposito,4725.09,USD,,  Los Santos
708,13/10/2024,CLI004,TRANSFERENCIA,3951.84,EUR,,Colon
709,2024-08-30,CLI055,deposito,312.89,USD,PENDIENTE,  Los Santos
710,02/06/2024,  CLI028  ,RETIRO,3652.38,,,
711,07/12/2024,CLI036,TRANSFERENCIA,$4727.16,,,Panama Viejo
712,2024-05-22,CLI020,TRANSFERENCIA,4428.69,PAN,PENDIENTE,Centro 
713,2024-10-01,  CLI080  ,retiro,$1834.3,,PENDIENTE,Centro 
714,2024-08-04,CLI083, DEPOSITO ,1764.41,EUR,RECHAZADA,Colon
715,25/02/2024,CLI053, DEPOSITO ,2749.83,USD,DESCONOCIDO,Centro 
716,2024-02-10,CLI062,retiro,$3549.59,PAN,DESCONOCIDO,
717,2024-11-25,  CLI036  , DEPOSITO ,4904.38,,,Colon
718,2024-07-02,CLI054,deposito,479.14,EUR,APROBADA,
719,2024-10-16,  CLI068  ,retiro,4689.65,EUR,PENDIENTE,
720,2024-10-01,CLI070,RETIRO,4791.43,EUR,APROBADA,Centro 
721,2024-02-14,CLI049,RETIRO,3699.59,,,  Los Santos
722,2024-07-02,CLI046,TRANSFERENCIA,1698.83,,RECHAZADA,
723,22/02/2024,CLI063,TRANSFERENCIA,3369.16,EUR,PENDIENTE,
724,27/12/2024,CLI073,deposito,223.18,,,  Los Santos
725,2024-07-21,CLI050,retiro,2379.76,,PENDIENTE,Panama Viejo
726,2024-01-11,CLI004,retiro,525.82,,,Colon
727,2024-08-04,CLI029,RETIRO,3359.37,EUR,APROBADA,  Los Santos
728,2024-03-11,  CLI100  ,TRANFERENCIA,1390.55,EUR,PENDIENTE,
729,2024-02-22,CLI061,DEPOSITO,3979.51,EUR,DESCONOCIDO,Panama Viejo
730,2024-05-30,CLI099,DEPOSITO,4024.86,EUR,DESCONOCIDO,Panama Viejo
731,2024-02-21,CLI030,RETIRO,234.7,,DESCONOCIDO,Panama Viejo
732,2024-10-23,CLI013,TRANFERENCIA,2235.16,PAN,DESCONOCIDO,Panama Viejo
733,10/10/2024,CLI031,deposito,$4490.75,,DESCONOCIDO,  Los Santos
734,2024-12-19,CLI095,DEPOSITO,4778.8,,,
735,16/09/2024,  CLI029  ,RETIRO,$1386.95,EUR,RECHAZADA,Centro 
736,02/05/2024,CLI050,DEPOSITO,2431.28,PAN,RECHAZADA,
737,2024-02-10,CLI023,DEPOSITO,2555.51,PAN,APROBADA,  Los Santos
738,2024-04-27,  CLI076  ,TRANSFERENCIA,1395.16,EUR,,Centro 
739,2024-10-26,CLI095,TRANFERENCIA,2661.32,,,  Los Santos
740,2024-11-26,CLI076,retiro,$1740.03,,DESCONOCIDO,Centro 
741,02/01/2024,  CLI090  ,deposito,3187.89,,,  Los Santos
742,2024-12-09,CLI073,retiro,221.04,,APROBADA,Colon
743,25/05/2024,CLI073,retiro,1084.87,,,Centro 
744,28/06/2024,CLI064,TRANFERENCIA,3187.83,,RECHAZADA,Colon
745,2024-02-19,CLI023, DEPOSITO ,1648.24,EUR,,Panama Viejo
746,2024-01-25,CLI012,retiro,1564.16,,,
747,2024-08-27,  CLI078  ,deposito,3454.0,,DESCONOCIDO,Colon
748,06/03/2024,CLI068,RETIRO,2170.81,EUR,RECHAZADA,Centro 
749,2024-09-05,CLI043,retiro,572.97,USD,PENDIENTE,Panama Viejo
750,06/08/2024,CLI026, DEPOSITO ,775.86,EUR,APROBADA,
751,2024-04-22,CLI044,TRANSFERENCIA,2369.64,USD,,
752,2024-08-04,CLI042,DEPOSITO,3825.72,,RECHAZADA,Panama Viejo
753,2024-12-10,  CLI019  ,retiro,$1772.07,EUR,RECHAZADA,Centro 
754,2024-09-21,CLI019,deposito,748.45,USD,,  Los Santos
755,2024-04-07,CLI068,RETIRO,3530.24,EUR,,  Los Santos
756,2024-05-22,CLI010,RETIRO,4863.35,USD,APROBADA,
757,2024-09-28,CLI085,DEPOSITO,3433.58,EUR,PENDIENTE,Colon
758,13/05/2024,CLI013,RETIRO,682.77,,,Panama Viejo
759,2024-07-14,CLI042,DEPOSITO,109.87,USD,APROBADA,Colon
760,2024-12-12,  CLI021  ,RETIRO,545.01,,DESCONOCIDO,  Los Santos
761,2024-11-13,CLI056,TRANFERENCIA,840.93,USD,DESCONOCIDO,Centro 
762,2024-11-25,CLI063, DEPOSITO ,76.91,USD,,Centro 
763,2024-05-30,CLI023,TRANSFERENCIA,1653.62,,RECHAZADA,Colon
764,17/04/2024,CLI072,TRANSFERENCIA,2653.32,PAN,RECHAZADA,Panama Viejo
765,02/05/2024,CLI079,retiro,1437.95,,PENDIENTE,  Los Santos
766,2024-08-07,CLI029,deposito,1963.27,,DESCONOCIDO,Centro 
767,2024-09-24,CLI023, DEPOSITO ,641.46,EUR,APROBADA,Panama Viejo
768,2024-06-25,CLI094,DEPOSITO,1533.11,,APROBADA,  Los Santos
769,2024-10-25,CLI017,DEPOSITO,$3695.09,,,
770,2024-10-03,  CLI001  ,RETIRO,1589.53,EUR,,  Los Santos
771,28/06/2024,CLI074, DEPOSITO ,2316.94,USD,APROBADA,Colon
772,2024-11-21,CLI099,TRANFERENCIA,4714.45,,,Colon
773,2024-07-13,CLI005,TRANSFERENCIA,2826.01,USD,DESCONOCIDO,Centro 
774,2024-08-14,  CLI041  ,TRANFERENCIA,$2830.51,EUR,DESCONOCIDO,
775,2024-10-09,CLI079,RETIRO,2154.74,EUR,,
776,2024-04-18,CLI073,retiro,3631.37,,,Panama Viejo
777,2024-04-29,  CLI064  ,RETIRO,611.06,PAN,,  Los Santos
778,2024-09-06,  CLI096  ,TRANFERENCIA,1471.22,PAN,PENDIENTE,Panama Viejo
779,2024-04-24,  CLI045  ,retiro,4188.47,USD,,Centro 
780,2024-04-24,CLI022,RETIRO,371.65,USD,,Centro 
781,2024-06-23,CLI012,TRANSFERENCIA,$3210.15,USD,PENDIENTE,Colon
782,2024-08-02,CLI086,DEPOSITO,1032.93,USD,,  Los Santos
783,2024-05-15,CLI043,DEPOSITO,1317.43,PAN,,Panama Viejo
784,2024-02-20,CLI034,TRANSFERENCIA,$2696.68,USD,DESCONOCIDO,
785,2024-07-25,CLI089,TRANFERENCIA,3324.94,PAN,,Colon
786,2024-12-15,  CLI033  , DEPOSITO ,$2563.82,EUR,RECHAZADA,Panama Viejo
787,17/12/2024,CLI093,TRANFERENCIA,1520.56,USD,APROBADA,  Los Santos
788,23/07/2024,  CLI050  ,TRANFERENCIA,4711.35,,APROBADA,
789,14/07/2024,CLI054, DEPOSITO ,1741.43,PAN,APROBADA,Centro 
790,23/03/2024,CLI053,retiro,$4270.48,USD,,
791,2024-08-04,CLI049,retiro,1801.44,USD,DESCONOCIDO,  Los Santos
792,2024-11-05,CLI049,TRANFERENCIA,1691.91,PAN,,Panama Viejo
793,2024-12-15,  CLI062  ,deposito,4358.94,PAN,APROBADA,Centro 
794,01/10/2024,CLI074, DEPOSITO ,$3641.99,EUR,PENDIENTE,  Los Santos
795,2024-02-06,CLI088, DEPOSITO ,4962.25,PAN,DESCONOCIDO,Colon
796,06/10/2024,CLI058,TRANFERENCIA,1372.03,PAN,DESCONOCIDO,Colon
797,13/05/2024,  CLI005  ,deposito,4848.84,,,Panama Viejo
798,2024-01-30,CLI041,deposito,4471.79,USD,APROBADA,Centro 
799,2024-09-16,CLI014,retiro,$2940.03,PAN,APROBADA,Panama Viejo
800,2024-08-24,  CLI022  ,DEPOSITO,$1046.84,,,  Los Santos
801,15/05/2024,CLI021,DEPOSITO,4324.38,EUR,DESCONOCIDO,Panama Viejo
802,16/09/2024,CLI071,DEPOSITO,237.19,EUR,DESCONOCIDO,  Los Santos
803,20/01/2024,CLI012,retiro,3756.18,,RECHAZADA,Centro 
804,2024-02-17,CLI079,TRANFERENCIA,$2053.21,PAN,PENDIENTE,Panama Viejo
805,03/06/2024,CLI091,retiro,2014.02,USD,,Colon
806,2024-06-14,  CLI084  ,RETIRO,3522.26,USD,,Centro 
807,2024-05-15,  CLI056  ,TRANSFERENCIA,598.33,EUR,,Panama Viejo
808,28/08/2024,  CLI013  ,TRANFERENCIA,1847.02,EUR,,Panama Viejo
809,22/05/2024,CLI025,deposito,115.39,EUR,RECHAZADA,  Los Santos
810,2024-10-16,CLI071,DEPOSITO,4156.38,EUR,PENDIENTE,
811,2024-05-20,CLI094, DEPOSITO ,2752.33,PAN,,
812,2024-10-25,CLI085,RETIRO,36.88,,PENDIENTE,Panama Viejo
813,2024-03-14,CLI031,DEPOSITO,$1320.76,PAN,APROBADA,Panama Viejo
814,2024-08-04,  CLI051  ,retiro,4154.64,,DESCONOCIDO,  Los Santos
815,2024-09-05,CLI063, DEPOSITO ,3234.45,,DESCONOCIDO,Centro 
816,08/12/2024,  CLI047  ,DEPOSITO,2027.5,PAN,PENDIENTE,Colon
817,2024-04-01,  CLI012  ,TRANFERENCIA,3408.0,EUR,PENDIENTE,Centro 
818,2024-04-07,CLI085,deposito,508.71,,,
819,2024-11-02,CLI062,TRANSFERENCIA,4971.1,PAN,APROBADA,Centro 
820,28/08/2024,  CLI004  ,TRANFERENCIA,$3730.37,EUR,,
821,2024-02-20,CLI082,RETIRO,2784.43,USD,,Colon
822,2024-03-26,CLI011,TRANFERENCIA,3102.78,,,Colon
823,14/11/2024,CLI015,retiro,3440.65,PAN,,Centro 
824,2024-02-06,CLI051,TRANFERENCIA,$2567.5,,RECHAZADA,Colon
825,22/11/2024,CLI085,deposito,4210.93,PAN,DESCONOCIDO,
826,2024-12-22,CLI083,RETIRO,198.4,,APROBADA,Centro 
827,2024-06-30,CLI024, DEPOSITO ,4379.42,,DESCONOCIDO,Colon
828,20/03/2024,CLI049,TRANFERENCIA,$824.91,EUR,,
829,2024-10-03,CLI058,RETIRO,2039.52,EUR,PENDIENTE,Centro 
830,25/05/2024,  CLI057  ,RETIRO,1715.52,,,  Los Santos
831,2024-10-11,CLI029,RETIRO,2601.02,EUR,PENDIENTE,
832,2024-04-29,CLI073,retiro,2520.72,USD,,Colon
833,2024-02-08,  CLI097  ,RETIRO,834.56,EUR,PENDIENTE,Colon
834,2024-11-17,CLI013,DEPOSITO,$3765.62,,DESCONOCIDO,Centro 
835,2024-11-17,  CLI045  ,TRANFERENCIA,4349.46,PAN,RECHAZADA,  Los Santos
836,2024-04-22,CLI053,retiro,3393.33,,,  Los Santos
837,2024-07-24,CLI076,retiro,3395.76,USD,RECHAZADA,
838,2024-01-23,CLI008,retiro,388.75,,,
839,05/02/2024,CLI067, DEPOSITO ,4098.91,EUR,,Colon
840,2024-12-26,CLI069,deposito,$2595.67,EUR,,Centro 
841,2024-05-16,CLI061,DEPOSITO,2372.99,,APROBADA,
842,2024-04-18,CLI031,deposito,4545.02,PAN,DESCONOCIDO,Centro 
843,15/12/2024,CLI011,retiro,$781.23,PAN,RECHAZADA,
844,2024-04-12,CLI092,deposito,860.93,,PENDIENTE,Colon
845,2024-10-10,  CLI074  ,TRANFERENCIA,3028.48,EUR,PENDIENTE,
846,2024-07-27,CLI074,TRANFERENCIA,2580.83,EUR,DESCONOCIDO,Panama Viejo
847,2024-02-02,CLI080,TRANFERENCIA,2710.68,USD,,Panama Viejo
848,17/06/2024,  CLI097  ,deposito,481.23,,DESCONOCIDO,Colon
849,2024-06-23,CLI022,TRANFERENCIA,289.64,EUR,DESCONOCIDO,Colon
850,2024-03-22,CLI025,TRANFERENCIA,4609.39,PAN,,  Los Santos
851,2024-09-17,  CLI055  ,RETIRO,1489.02,PAN,PENDIENTE,Colon
852,17/04/2024,  CLI088  ,RETIRO,4066.9,USD,,Colon
853,2024-02-28,CLI081,retiro,2948.01,USD,DESCONOCIDO,Panama Viejo
854,01/04/2024,  CLI077  ,DEPOSITO,1644.43,EUR,,Centro 
855,2024-01-26,CLI094, DEPOSITO ,46.67,PAN,PENDIENTE,Centro 
856,2024-04-25,CLI009,deposito,1034.03,EUR,,Colon
857,03/06/2024,  CLI072  ,deposito,626.03,,RECHAZADA,Centro 
858,07/12/2024,CLI042,deposito,539.26,,,Colon
859,2024-09-05,CLI067,TRANSFERENCIA,$402.24,PAN,RECHAZADA,Colon
860,10/06/2024,CLI002,retiro,3898.55,,DESCONOCIDO,  Los Santos
861,2024-12-03,CLI080,RETIRO,$3875.71,PAN,PENDIENTE,
862,2024-02-26,CLI054,TRANFERENCIA,116.84,PAN,APROBADA,Panama Viejo
863,2024-08-22,  CLI020  ,retiro,$3967.35,,,Colon
864,14/10/2024,  CLI076  ,deposito,202.25,EUR,,  Los Santos
865,2024-02-21,CLI013,retiro,$1272.53,PAN,,Panama Viejo
866,2024-07-13,CLI073,DEPOSITO,$3341.26,,DESCONOCIDO,
867,2024-09-16,CLI037,RETIRO,3890.09,PAN,,
868,2024-05-18,CLI045,retiro,947.55,EUR,PENDIENTE,
869,09/10/2024,CLI034,TRANSFERENCIA,842.39,EUR,APROBADA,
870,2024-07-27,CLI063,retiro,362.97,USD,APROBADA,Centro 
871,2024-11-27,CLI061,RETIRO,4703.41,,,Panama Viejo
872,2024-08-24,  CLI036  ,deposito,1673.97,,RECHAZADA,Panama Viejo
873,2024-04-29,CLI080,RETIRO,2453.24,USD,APROBADA,Colon
874,21/07/2024,CLI089,deposito,1133.29,EUR,RECHAZADA,Colon
875,2024-10-26,CLI051,retiro,405.44,,,Panama Viejo
876,17/12/2024,CLI043,TRANSFERENCIA,-28.68,,,
877,2024-12-23,CLI007,deposito,876.89,EUR,APROBADA,Centro 
878,2024-09-06,CLI035,RETIRO,4498.47,,,Colon
879,2024-04-17,CLI003,retiro,4865.26,,,Colon
880,2024-12-09,CLI039,TRANSFERENCIA,$1077.94,,,Centro 
881,2024-02-02,CLI063, DEPOSITO ,3509.56,EUR,DESCONOCIDO,  Los Santos
882,2024-10-26,CLI088,RETIRO,2905.84,,APROBADA,Colon
883,2024-12-02,  CLI030  ,RETIRO,4784.51,,DESCONOCIDO,  Los Santos
884,2024-10-25,  CLI096  ,DEPOSITO,1709.59,USD,PENDIENTE,Colon
885,2024-03-22,CLI042,retiro,992.8,USD,DESCONOCIDO,  Los Santos
886,2024-07-08,CLI054,RETIRO,475.51,,DESCONOCIDO,Centro 
887,2024-03-06,CLI012,DEPOSITO,530.44,,APROBADA,Colon
888,23/02/2024,  CLI028  ,RETIRO,$688.2,,DESCONOCIDO,Centro 
889,2024-01-24,CLI053,RETIRO,3494.13,PAN,RECHAZADA,
890,2024-01-31,CLI098,deposito,107.1,,APROBADA,
891,2024-11-21,CLI048,TRANSFERENCIA,490.19,,DESCONOCIDO,Colon
892,2024-02-02,CLI066,RETIRO,2961.99,PAN,,
893,2024-04-20,CLI009,TRANFERENCIA,4878.51,USD,,Panama Viejo
894,2024-09-01,CLI065,RETIRO,2724.97,,DESCONOCIDO,Panama Viejo
895,2024-08-20,CLI100, DEPOSITO ,4262.36,,,Centro 
896,2024-03-22,CLI073,RETIRO,255.01,USD,PENDIENTE,  Los Santos
897,13/05/2024,  CLI025  ,deposito,2325.95,EUR,APROBADA,  Los Santos
898,2024-04-18,CLI026,TRANFERENCIA,814.42,,RECHAZADA,  Los Santos
899,17/06/2024,CLI032, DEPOSITO ,2407.41,EUR,PENDIENTE,
900,2024-07-05,  CLI007  ,deposito,$2195.91,PAN,,  Los Santos
901,2024-12-19,CLI091, DEPOSITO ,333.53,USD,DESCONOCIDO,
902,2024-05-18,  CLI048  , DEPOSITO ,$2009.12,PAN,,Panama Viejo
903,2024-11-21,CLI065,TRANSFERENCIA,418.78,,PENDIENTE,Colon
904,02/10/2024,CLI016,deposito,4887.05,PAN,,  Los Santos
905,2024-04-08,CLI031,deposito,$4876.29,USD,,
906,27/07/2024,CLI077,TRANSFERENCIA,2934.3,,,Colon
907,2024-09-27,CLI061,retiro,526.09,PAN,,Centro 
908,13/05/2024,CLI045,DEPOSITO,3598.52,,DESCONOCIDO,Centro 
909,13/11/2024,CLI034, DEPOSITO ,3538.82,PAN,,  Los Santos
910,19/05/2024,CLI089,deposito,1292.16,EUR,RECHAZADA,
911,09/11/2024,  CLI004  ,retiro,3183.54,PAN,,
912,2024-11-02,CLI021,deposito,2326.71,PAN,PENDIENTE,Colon
913,2024-04-30,CLI100,TRANSFERENCIA,1962.66,,APROBADA,  Los Santos
914,2024-03-25,CLI029,TRANSFERENCIA,1322.34,,APROBADA,
915,14/04/2024,CLI087,deposito,450.99,PAN,PENDIENTE,
916,24/04/2024,CLI084,TRANFERENCIA,2436.1,USD,,  Los Santos
917,2024-02-19,CLI003,RETIRO,586.5,,,
918,20/11/2024,CLI099,DEPOSITO,$273.73,PAN,APROBADA,Centro 
919,2024-11-07,CLI061,DEPOSITO,$3393.76,,,Panama Viejo
920,2024-07-13,CLI083,TRANFERENCIA,1851.43,EUR,,
921,2024-09-05,  CLI002  ,TRANFERENCIA,678.96,EUR,RECHAZADA,
922,22/02/2024,CLI078,RETIRO,391.3,EUR,,Colon
923,2024-03-22,CLI040,retiro,$3760.53,,,Centro 
924,2024-10-11,CLI091,retiro,3942.93,EUR,RECHAZADA,Panama Viejo
925,2024-02-01,CLI055,RETIRO,3276.68,,PENDIENTE,
926,19/04/2024,CLI045, DEPOSITO ,1234.49,EUR,,Centro 
927,2024-04-11,CLI028,TRANSFERENCIA,4284.33,USD,PENDIENTE,
928,2024-10-28,CLI087,retiro,4758.16,USD,,Colon
929,2024-10-04,CLI080,deposito,$2157.73,USD,APROBADA,Colon
930,2024-07-23,CLI014, DEPOSITO ,1856.51,PAN,APROBADA,Centro 
931,2024-10-17,  CLI085  ,TRANFERENCIA,1819.32,EUR,DESCONOCIDO,
932,2024-12-23,CLI048,TRANSFERENCIA,67.58,PAN,,Colon
933,2024-09-15,CLI077,TRANSFERENCIA,4287.84,EUR,RECHAZADA,Panama Viejo
934,2024-05-08,CLI039,retiro,3500.9,,,Panama Viejo
935,2024-02-11,CLI062,RETIRO,585.89,USD,APROBADA,
936,2024-11-16,  CLI036  ,RETIRO,2386.02,,,Panama Viejo
937,2024-05-20,CLI036, DEPOSITO ,$3378.37,,,  Los Santos
938,05/05/2024,CLI092,TRANSFERENCIA,3395.41,,,Colon
939,2024-04-29,CLI084,retiro,2327.15,EUR,PENDIENTE,
940,25/05/2024,CLI020,retiro,2484.09,PAN,,  Los Santos
941,09/10/2024,CLI031, DEPOSITO ,2422.92,EUR,,Centro 
942,2024-01-11,CLI077,DEPOSITO,3046.39,EUR,,Colon
943,07/09/2024,CLI041,RETIRO,4886.69,,,Panama Viejo
944,2024-04-18,CLI093,RETIRO,43.55,,APROBADA,Colon
945,2024-02-08,  CLI064  ,TRANSFERENCIA,$4186.3,,,Centro 
946,2024-06-23,CLI034,TRANSFERENCIA,3684.49,USD,DESCONOCIDO,Panama Viejo
947,29/02/2024,CLI052,RETIRO,$4457.8,,DESCONOCIDO,
948,2024-05-05,CLI005,retiro,396.49,EUR,RECHAZADA,Centro 
949,2024-04-08,CLI074,RETIRO,1722.57,,,  Los Santos
950,2024-07-29,CLI044,deposito,3272.32,PAN,RECHAZADA,Panama Viejo
951,22/08/2024,CLI029,TRANFERENCIA,3205.22,,,Centro 
952,24/06/2024,CLI082,TRANSFERENCIA,4542.98,EUR,,Colon
953,2024-02-14,CLI086,retiro,$1531.51,PAN,APROBADA,Panama Viejo
954,20/03/2024,CLI039,TRANFERENCIA,0.53,,APROBADA,  Los Santos
955,2024-10-03,CLI085,TRANSFERENCIA,2250.64,,RECHAZADA,  Los Santos
956,2024-04-21,CLI024,RETIRO,2797.05,PAN,APROBADA,
957,09/03/2024,CLI061,DEPOSITO,1259.76,PAN,,  Los Santos
958,2024-11-07,  CLI034  , DEPOSITO ,2898.75,EUR,DESCONOCIDO,Colon
959,05/05/2024,CLI072,retiro,1826.46,EUR,APROBADA,  Los Santos
960,14/11/2024,CLI024,TRANFERENCIA,2819.95,USD,DESCONOCIDO,Panama Viejo
961,2024-10-11,CLI043,retiro,410.29,USD,,Panama Viejo
962,2024-11-25,CLI029,DEPOSITO,1613.43,USD,PENDIENTE,Panama Viejo
963,2024-10-11,CLI096,RETIRO,3801.01,EUR,,Panama Viejo
964,2024-11-27,CLI054,DEPOSITO,3035.62,USD,PENDIENTE,  Los Santos
965,2024-02-18,CLI043,DEPOSITO,2123.55,,DESCONOCIDO,
966,08/05/2024,CLI075,TRANFERENCIA,4221.4,,APROBADA,Panama Viejo
967,04/08/2024,CLI016,deposito,4185.94,EUR,RECHAZADA,Panama Viejo
968,2024-03-06,CLI082,DEPOSITO,1365.51,USD,DESCONOCIDO,Colon
969,2024-02-27,CLI080,TRANSFERENCIA,$4981.18,PAN,,Centro 
970,2024-09-16,  CLI025  , DEPOSITO ,1052.02,USD,,Colon
971,2024-12-04,CLI088,DEPOSITO,368.98,PAN,,Colon
972,2024-08-10,CLI039,RETIRO,383.14,,PENDIENTE,Centro 
973,2024-08-12,CLI020,RETIRO,243.08,USD,,  Los Santos
974,2024-03-12,  CLI026  ,retiro,2323.87,EUR,,
975,10/10/2024,CLI073,TRANFERENCIA,3957.82,,,Centro 
976,21/03/2024,CLI059,TRANSFERENCIA,1439.42,EUR,DESCONOCIDO,Colon
977,2024-04-19,  CLI092  ,RETIRO,2107.84,,PENDIENTE,  Los Santos
978,2024-01-04,  CLI011  ,RETIRO,920.39,PAN,,
979,2024-08-12,CLI081,retiro,3087.32,PAN,RECHAZADA,  Los Santos
980,2024-02-20,CLI041,DEPOSITO,3793.56,USD,APROBADA,Colon
981,14/11/2024,CLI001, DEPOSITO ,-5.12,PAN,,Centro 
982,2024-05-15,CLI027,DEPOSITO,4299.82,PAN,RECHAZADA,Centro 
983,2024-10-08,CLI022,retiro,986.06,USD,RECHAZADA,
984,2024-09-20,CLI021,TRANFERENCIA,3685.26,PAN,RECHAZADA,Centro 
985,19/06/2024,CLI098,TRANSFERENCIA,4679.53,,,Panama Viejo
986,2024-01-17,CLI017,deposito,3033.55,,DESCONOCIDO,  Los Santos
987,2024-12-23,CLI082,TRANFERENCIA,2111.99,,,  Los Santos
988,04/08/2024,CLI055,deposito,3096.47,,RECHAZADA,
989,2024-06-15,CLI050,RETIRO,1757.8,,PENDIENTE,
990,2024-07-24,  CLI069  ,deposito,$760.86,,APROBADA,Centro 
991,2024-05-30,  CLI048  ,TRANFERENCIA,1431.41,EUR,,Centro 
992,2024-02-02,CLI042,retiro,1525.13,USD,APROBADA,Centro 
993,2024-05-15,CLI068,RETIRO,228.58,USD,RECHAZADA,Colon
994,2024-01-11,  CLI087  ,retiro,2003.44,USD,PENDIENTE,Panama Viejo
995,20/11/2024,  CLI094  ,retiro,3194.82,PAN,DESCONOCIDO,Centro 
996,2024-02-11,CLI089,retiro,2966.28,,PENDIENTE,
997,25/12/2024,CLI040,deposito,479.15,USD,APROBADA,
998,15/10/2024,  CLI050  ,deposito,1152.49,USD,RECHAZADA,Colon
999,2024-11-06,CLI040,retiro,2267.21,,PENDIENTE,Panama Viejo
1000,2024-07-14,  CLI006  ,TRANSFERENCIA,2124.28,EUR,,Colon
522,2024-02-20,CLI089,TRANFERENCIA,1436.97,,APROBADA,Colon
738,2024-04-27,  CLI076  ,TRANSFERENCIA,1395.16,EUR,,Centro 
741,02/01/2024,  CLI090  ,deposito,3187.89,,,  Los Santos
661,2024-03-02,CLI096,retiro,3872.77,PAN,,Centro 
412,05/12/2024,CLI043,deposito,1041.35,USD,RECHAZADA,  Los Santos
679,2024-01-28,CLI016,DEPOSITO,$4286.3,,,  Los Santos
627,2024-12-09,CLI054,RETIRO,$508.84,PAN,DESCONOCIDO,Colon
514,25/12/2024,CLI074,deposito,$4670.37,USD,PENDIENTE,Colon
860,10/06/2024,CLI002,retiro,3898.55,,DESCONOCIDO,  Los Santos
137,2024-05-01,CLI088,TRANSFERENCIA,368.72,EUR,,  Los Santos
812,2024-10-25,CLI085,RETIRO,36.88,,PENDIENTE,Panama Viejo
77,2024-09-06,CLI083,TRANSFERENCIA,1772.27,,RECHAZADA,
637,2024-12-09,CLI042,RETIRO,3013.74,,RECHAZADA,Panama Viejo
974,2024-03-12,  CLI026  ,retiro,2323.87,EUR,,
939,2024-04-29,CLI084,retiro,2327.15,EUR,PENDIENTE,
